INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('335', '3262', 'nro', '2', '312.000000', '47.000000', '-31.379999', '67.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('421', '3296', 'nro', '2', '1007.880005', '-1409.880005', '-23.600000', '231.750000', '640', '64', '67', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('422', '3297', 'nro', '2', '-607.880005', '-629.880005', '5.500000', '121.000000', '640', '64', '68', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('423', '3297', 'nro', '2', '870.880005', '-1417.880005', '-12.100000', '0.000000', '640', '64', '69', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('424', '3298', 'nro', '2', '908.880005', '2236.129883', '-30.250000', '177.750000', '640', '64', '93', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('425', '3298', 'nro', '2', '697.500000', '1926.000000', '-37.630001', '117.250000', '640', '64', '87', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('426', '3299', 'nro', '2', '675.750000', '1904.130005', '-14.380000', '113.125000', '640', '64', '85', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('427', '3300', 'nro', '2', '1251.000000', '-1218.000000', '5.400000', '92.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('428', '3301', 'nro', '2', '148.130005', '-1533.630005', '-58.880001', '117.125000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('429', '3302', 'nro', '2', '304.880005', '2885.879883', '-24.750000', '124.000000', '640', '64', '70', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('430', '3303', 'nro', '2', '464.000000', '3458.000000', '-24.750000', '201.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('431', '3304', 'nro', '2', '-145.880005', '-1757.880005', '36.299999', '70.000000', '640', '64', '71', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('432', '3305', 'nro', '2', '459.880005', '3381.000000', '-24.750000', '198.000000', '640', '64', '72', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('434', '3307', 'nro', '2', '77.879997', '1403.630005', '4.380000', '128.875000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('435', '3307', 'nro', '2', '748.000000', '1991.250000', '-73.500000', '32.375000', '640', '64', '90', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('436', '3307', 'nro', '2', '687.000000', '1915.380005', '-26.379999', '106.250000', '640', '64', '86', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('437', '3308', 'nro', '2', '735.880005', '1964.250000', '-78.629997', '124.250000', '640', '64', '89', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('438', '3308', 'nro', '2', '748.000000', '2034.630005', '-26.000000', '11.125000', '640', '64', '91', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('440', '3310', 'nro', '2', '794.380005', '2021.630005', '-28.500000', '26.875000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('441', '3311', 'nro', '2', '747.750000', '1956.130005', '-68.629997', '121.875000', '640', '64', '88', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('442', '3311', 'nro', '2', '526.000000', '2946.000000', '4.250000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('443', '3312', 'nro', '2', '1247.750000', '-778.130005', '3.380000', '120.375000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('444', '3312', 'nro', '2', '285.000000', '2198.879883', '-23.250000', '241.000000', '640', '64', '73', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('445', '3312', 'nro', '2', '1169.880005', '-1229.880005', '4.500000', '202.250000', '640', '64', '74', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('446', '3312', 'nro', '2', '148.130005', '-1546.750000', '-41.250000', '125.875000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('447', '3313', 'nro', '2', '850.500000', '2177.750000', '56.130001', '187.000000', '640', '64', '95', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('448', '3314', 'nro', '2', '-410.380005', '976.000000', '-33.880001', '86.625000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('449', '3315', 'nro', '2', '126.879997', '3712.000000', '-24.250000', '63.500000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('450', '3316', 'nro', '2', '488.880005', '3371.879883', '-23.250000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('451', '3317', 'nro', '2', '489.000000', '3466.000000', '-23.250000', '127.500000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('452', '3318', 'nro', '2', '503.000000', '3415.000000', '-23.250000', '190.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('453', '3319', 'nro', '2', '-754.000000', '2185.000000', '8.500000', '222.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('454', '3320', 'nro', '2', '-790.000000', '2294.000000', '3.880000', '165.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('455', '3323', 'nro', '2', '124.000000', '3178.000000', '-24.250000', '96.500000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('456', '3325', 'nro', '2', '-389.000000', '-1052.000000', '36.880001', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('457', '3326', 'nro', '2', '644.000000', '2750.000000', '-23.000000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('458', '3326', 'nro', '2', '471.000000', '2802.000000', '-17.129999', '0.000000', '640', '64', '75', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('459', '3326', 'nro', '2', '595.000000', '3297.000000', '-19.500000', '0.000000', '640', '64', '76', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('460', '3327', 'nro', '2', '-492.000000', '-1401.000000', '-1.130000', '0.000000', '640', '64', '77', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('461', '3328', 'nro', '2', '884.000000', '2700.000000', '-19.500000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('462', '3329', 'nro', '2', '618.000000', '3929.000000', '-19.000000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('463', '3330', 'nro', '2', '214.000000', '3827.000000', '-19.000000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('464', '3331', 'nro', '2', '881.000000', '4070.000000', '-19.000000', '0.000000', '640', '64', '78', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('465', '3332', 'nro', '2', '-22.000000', '3618.000000', '-19.000000', '0.000000', '640', '64', '79', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('466', '3333', 'nro', '2', '-25.000000', '3017.000000', '-19.500000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('467', '3334', 'nro', '2', '-320.000000', '-994.000000', '38.880001', '0.000000', '640', '64', '80', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('468', '3335', 'nro', '2', '-295.000000', '-63.000000', '33.130001', '0.000000', '640', '64', '81', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('469', '3336', 'nro', '2', '415.000000', '3654.000000', '-19.000000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('470', '3336', 'nro', '2', '1027.000000', '2975.000000', '10.500000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('471', '3337', 'nro', '2', '776.000000', '3283.000000', '-19.500000', '0.000000', '640', '64', '82', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('472', '3338', 'nro', '2', '1221.000000', '-1261.000000', '7.000000', '225.500000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('474', '3340', 'nro', '2', '-391.000000', '1311.000000', '6.000000', '52.500000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('475', '3341', 'nro', '2', '704.880005', '-700.000000', '36.500000', '29.250000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('480', '3346', 'nro', '2', '241.000000', '37.000000', '-27.250000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('481', '3347', 'nro', '2', '-949.817932', '801.000000', '-5.555597', '5.100000', '400', '40', '83', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('482', '3348', 'nro', '2', '-310.000000', '3026.000000', '-19.500000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('483', '3349', 'nro', '2', '464.000000', '-1587.000000', '38.880001', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('21421', '13097', 'nro', '2', '1313.000000', '2763.000000', '-9.100000', '0.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('21423', '13099', 'nro', '2', '893.000000', '2750.000000', '-24.750000', '174.000000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('21426', '13102', 'nro', '2', '-854.089417', '792.060852', '-2.228028', '77.875000', '640', '64', '0', '0', '1', '1', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('62175', '50675', 'nro', '2', '965.000000', '2696.000000', '-24.129999', '190.000000', '640', '64', '0', '0', '1', '0', '0');
INSERT INTO `eqemu`.`spawn2` (`id`, `spawngroupID`, `zone`, `version`, `x`, `y`, `z`, `heading`, `respawntime`, `variance`, `pathgrid`, `_condition`, `cond_value`, `enabled`, `animation`) VALUES ('151576', '3273', 'nro', '2', '320.000000', '58.000000', '-32.000000', '94.000000', '640', '64', '0', '0', '1', '1', '0');

